[0] 0:00	[Music] foreign
[47] 6:03	King tuts 2. so you know we wouldn't know necessarily
[48] 6:08	the of the existence of cement car Ray if it wasn't for the katuma King Tut
[49] 6:14	so there is just a huge amount of information that we've gotten from the
[50] 6:20	tumor King Tut and it's it's not a splendorous tomb I'll be very very honest it's kind of a Shabby tomb
[51] 6:28	um it's cruelly painted it's it's definitely not a large tomb uh
[52] 6:35	I wouldn't recommend it if you're going to Egypt and had to pick only one tomb that's not on the top 10 list
[53] 6:44	it's really only two chambers that are available to the public foreign
[54] 6:50	except the sarcophagus now sarcophagus is interesting
[55] 6:56	uh you can see his mommy there his mommy's still in the Tomb it's in a glass box
[56] 7:03	in the British all the good stuff is in is in the gem now yes
[57] 7:09	uh so yeah if you want to see the goodies of King Tut you have to go to the gem now
[58] 7:15	but there's a lot of it a lot of it there
[59] 7:20	was so much stuff from the tomb of King Tut that they could only put a fraction of it on display
[60] 7:25	uh it was really that voluminous so
[61] 7:32	with that said um so with that said we're going to get
[62] 7:37	into the to the uh the questions here and well the other thing I want to uh mention as a way of housekeeping
[63] 7:44	is that uh I debate with Titus Kennedy is still on
[64] 7:49	it will be November 7th this Monday
[65] 7:55	at 10 30 a.m Pacific Standard time I think because this weekend is Daylight's
[66] 8:01	uh we're reverting back to Standard time this weekend so so 10 30 on Sean McDowell's Channel
[67] 8:09	and then after that at about 4 pm we're going to have a after party where we're going to try to experiment with stream
[68] 8:16	yard and allow people to come in and have a one-to-one conversation with me so we're gonna try this see how it works
[69] 8:23	maybe good maybe bad we'll see
[70] 8:30	so with that said let's start getting into the questions again standard you know same rules as always
[71] 8:36	super chats have priority uh if you but we also take non-super chat questions if you're going to give
[72] 8:43	me a non-super chat question I ask that you put a q and a colon in front of the
[73] 8:49	question so that I know it's directed to me not one of the moderators or someone else in the chat
[74] 8:55	I also ask that you only post the question once so that way I don't get confused when I
[75] 9:01	scan through the live chat also it has to do with a passage in the
[76] 9:07	Bible a Bible verse or a foreign word give me a little context like if it's
[77] 9:13	from a from um a Bible verse please include the book The chapter and the verse number so I
[78] 9:20	can find it easily also I ask if it's about a foreign language please tell me what language and what you think it means so I have a
[79] 9:27	little bit to go on so that said let's get into the questions okay and we're going to start
[80] 9:33	off the night with five non-super chats
[81] 9:40	okay uh the first uh question of the night is from Chow Yi
[82] 9:45	and he asks why are gluttony and greed separate sins
[83] 9:52	it is a good question yeah it's a very good question the reason why is because the effects
[84] 9:59	are different Glutton we have to understand that gluttony in the ancient world has to do
[85] 10:06	with knife edge agriculture now in a situation where you have knife edge knife edge agriculture
[86] 10:13	everyone is allotted a certain portion of food okay the land only produces so much food
[87] 10:21	so everyone has a share when you eat more than your share
[88] 10:29	somebody dies somebody else starves to death this is why gluttony in the ancient
[89] 10:35	world is such a serious offense because it's akin to murder
[90] 10:41	greed on the other hand is placing wealth above its station
[91] 10:49	and it becomes a form of idolatry
[92] 10:54	so what you have here is two different sins because the outcomes are different
[93] 11:01	one leads to murder the other one leads to idolatry
[94] 11:07	where you trust your money more than God or you eat more than what's your fair
[95] 11:13	share you cause the death of another so they're different sins because the
[96] 11:20	outcomes are different they have a different basis in in in in
[97] 11:25	moral reasoning and moral fact so that's why they're separate they're
[98] 11:31	not the same they are different because the consequences are very different
[99] 11:37	in the case of greed no one necessarily will die
[100] 11:43	but your your relationship with God could be damaged because you're trusting your wealth
[101] 11:49	instead of trusting God so that's the reason why this sins are
[102] 11:56	are basically treated separately so anyway thank you for that question it's an interesting question and
[103] 12:03	um I hope that answered it okay next question is from Dale McKenzie
[104] 12:11	I watched a video yesterday and I'm sure DP I believe he means Douglas Petrovic
[105] 12:18	has Joseph dying before Abraham was born
[106] 12:23	um well DP is not a very careful historian
[107] 12:32	I would not actually put that really past him I can't say for sure
[108] 12:38	uh he changes his views every so often uh to try to accommodate the more
[109] 12:45	esoteric views that he tends to promote so it's possible
[110] 12:52	I'm not saying it's likely because I don't know the details here for sure but it's possible it wouldn't be the
[111] 13:00	first time he said something that was contradictory to the Bible or with the evidence
[112] 13:06	so you know I mean I know he holds to a very
[113] 13:12	he holds to a
[114] 13:17	430 years in in Egypt okay so he
[115] 13:23	basically dates The Exodus of 1446 and then adds 430 years of the Egyptian
[116] 13:31	Soldier so he takes a very long Soldier so he's putting he's putting
[117] 13:37	Joseph in the Middle Kingdom uh Dynasty 12 to be exact
[118] 13:43	so this is this is a lot of problems associated with that so I don't know how what he does with
[119] 13:50	Abraham though I'd have to look at his new book to see I have both his books so
[120] 13:57	if I really wanted to look this up I probably could
[121] 14:02	but that's all I can probably say about this without really you know doing a little more reading on it
[122] 14:08	by the way I do not recommend either one of his books or both disasters um they're both terrible
[123] 14:15	a big mess they're both a big mess
[124] 14:20	um in fact the second one was sort of was so bad
[125] 14:25	um he couldn't get it published with his uh former publisher as much as he wanted to he ended up getting it published by
[126] 14:32	well self-published through a creationist pressed so
[127] 14:37	um it's not a good look it's not a good look for a book that's already sort of very much marginalized On The Fringe
[128] 14:46	so um that's all I'm going to say about this but anyway
[129] 14:52	um hard to hard to say much more about it so anyway thank you for the comment uh
[130] 14:58	very much appreciate it um not much more I can add to it unless I see more of it
[131] 15:06	okay our third question is from Auntie redditoid action okay
[132] 15:12	uh when it comes to the origins of Israel the conquest theory was replaced by the peaceful infiltration Theory
[133] 15:20	do you know any origin theories that fell out of favor only to come back later um yes I do
[134] 15:27	um the levite uh Exodus theory has made a comeback um thanks muchly mostly to the work of
[135] 15:35	Richard Elliott Friedman he is a great believer in the uh
[136] 15:41	in the levite uh Exodus here now the levite axis Theory
[137] 15:47	basically maintains that it was only the tribe of Levi that
[138] 15:54	left Egypt so it was a very small Exodus very small Exodus of One Tribe
[139] 16:00	and that tribe goes through the whole Exodus process you know comes into the GD Foothills and
[140] 16:08	manages to convert every all the natives to automatically accept
[141] 16:14	um Israelite laws give up eating pork
[142] 16:19	um and and all those other things that make life worth living like like shrimp and
[143] 16:25	crab and all that yummy stuff foreign
[144] 16:32	that was a theory that was dead in the water I mean it was it's not original Freeman but it had been dead in the
[145] 16:39	water no one was really buying it but Friedman had managed to make this
[146] 16:45	interesting synthesis between the levite hypothesis and the
[147] 16:51	documentary hypothesis and he's a huge believer in the documentary hypothesis in fact when you
[148] 16:58	hear him speak 80 of his his his lectures on The Exodus have to do with
[149] 17:05	the documentary hypothesis the remaining 20 is then Tim talking about how that integrates with a levite
[150] 17:14	Exodus so one
[151] 17:20	essentially one scholar can revive Breathe new life into an old Theory you know with new data or new Theory or a
[152] 17:27	new synthesis and that's what Friedman did so it is possible it does happen some
[153] 17:34	theories that fall out of favor do get new life we have for example the um the Jewish
[154] 17:42	Gnostic hypothesis you know as as an as a hypothesis of Origins for the gnostics
[155] 17:48	you know that was that was dead in the water because of Rudolph boltman and his mandate hypothesis well
[156] 17:55	80 years later boltman's hypothesis is dead as a doornail and the Jewish
[157] 18:01	hypothesis a Jewish heresy hypothesis for gnosticism is you know back in Vogue
[158] 18:07	again what was the difference new data new Theory essentially
[159] 18:13	so that's usually what happens when a dead hypothesis comes back
[160] 18:18	is some guy goes out finds new data
[161] 18:24	or there's a new theory that say supports the supports the old hypothesis
[162] 18:32	and that's what changes now oh that said
[163] 18:40	it's a lot more difficult to revive an old Theory
[164] 18:46	then it is to start a new Theory
[165] 18:53	Okay the reason why is because the old theory has a lot of consumer
[166] 18:59	resistance attached to it so old theories have been discarded for a reason
[167] 19:06	if you if the researcher doesn't adequately
[168] 19:11	justify why you should pick up the old Theory again it'll
[169] 19:16	remain dead it'll remain dead because you won't get people buying into it
[170] 19:24	you know this is what happens say with with Petrovic and his world's oldest alphabet hypothesis
[171] 19:30	you know he had taken the old hypothesis of grimel which basically said that the
[172] 19:35	early alphabetic inscriptions had were Hebrew he tried to just It Off
[173] 19:41	he tried to propose new readings and they weren't convincing they weren't
[174] 19:48	convincing they had a lot of problems attached to him he couldn't overcome
[175] 19:55	the old um the old objections which is why it's
[176] 20:01	still a hypothesis that's dead in the water so when I I hope that answers your
[177] 20:06	question thank you very much for the question and um it's a good question and sometimes old theories do make a
[178] 20:12	comeback but again new data new Theory now that's what it takes
[179] 20:18	all right the next question is from
[180] 20:24	Warrior of the most high and he asks what does Modern scholarship
[181] 20:30	think about the resurrection of Christ do you think there could be a naturalistic explanation behind it all
[182] 20:37	right uh modern scholarship is really divided
[183] 20:43	about the resurrection of Christ now when I mean divided I don't mean
[184] 20:51	that once I believe in the resurrection one doesn't I mean it's divided as to
[185] 20:56	reasons why modern scholarship discredits the resurrection the fact is
[186] 21:03	that the resurrection of Christ does not sit well with
[187] 21:10	the naturalistic presuppositions that often dominate modern scholarship
[188] 21:16	now I'm not using here naturalism in a pejorative term okay
[189] 21:21	but scholarly Pursuits oftentimes have to deal with things in a concrete manner
[190] 21:29	so for example if you're a historian you have to base your opinions upon
[191] 21:38	history and evidence the resurrection of a of Christ
[192] 21:44	is sort of outside of that it's a miraculous event
[193] 21:51	so you're going to get on the one hand those who can't comment
[194] 21:57	on it because it's outside their field a historian can't comment on the resurrection
[195] 22:03	like for example Mike laconis very very careful about this the resurrection is
[196] 22:08	not a historical question and he'll say that he'll also he'll also say that well
[197] 22:16	we can determine if Christ was born if he died and if people claim to see
[198] 22:21	him afterwards those are historical questions whether or not Christ was God
[199] 22:28	whether the resurrection actually occurred those are questions outside the field of
[200] 22:34	History now within the field of theology
[201] 22:42	you get various camps you do get people in
[202] 22:49	say more conservative bents that will basically say Jesus Christ was resurrected it was a
[203] 22:56	miracle and we can't explain it but it's a miracle okay
[204] 23:01	you get you get the Swoon Theory people who said well Jesus didn't really die on the cross he just swooned
[205] 23:08	and was thrown in a cold tomb blood congealing all over the place and he was revived by the
[206] 23:15	but a Cold Stone you get some people who basically say
[207] 23:20	well you know like the Richard carriers as Fringe as this is
[208] 23:25	who say that you know Jesus Christ and his resurrection were myth that was recycled
[209] 23:32	you'll get some who say it was mass hallucination okay that's that's a theory that has
[210] 23:37	gone around you have another theory that basically says there
[211] 23:44	was lots of Christ running around the the you know landscape and this was just an amalgamation of all that myth put
[212] 23:50	together all those different christs so you're going to get a lot of of
[213] 23:56	different views on the resurrection of Christ you know some of it questioned was there
[214] 24:02	a Christ some of it will question was there a resurrection and if so what does
[215] 24:07	that mean now do I think there's a naturalistic
[216] 24:12	explanation behind it no I don't uh I'm gonna be very blunt about this
[217] 24:18	the Romans were really good at killing people okay they were really really good at killing people
[218] 24:25	there's no way that Christ could have even could have faked you know his death on the cross
[219] 24:34	yeah I mean they plunged they plunged a spear in his side you know you're not coming back from that sorry
[220] 24:43	now the Romans were really good at killing people they were experts okay they knew how to kill people they knew
[221] 24:50	what a dead person looked like you know most of those guys had been on campaign they'd been in Wars they'd seen death a
[222] 24:58	lot of death this wasn't the first time doing a a crucifixion either
[223] 25:05	you know the Romans did crucifixions by the hundreds sometimes thousands
[224] 25:12	you know there was there were some places where the Romans basically denuded the
[225] 25:19	landscape making crosses for its crucifixions the Romans were well practiced of
[226] 25:26	killing people and killing people crucifixion Style
[227] 25:33	so you know I I don't I don't see a good
[228] 25:40	I don't see a good naturalistic explanation for the resurrection
[229] 25:45	okay but I also understand too that
[230] 25:54	people who claim to have seen Christ after his supposed Resurrection
[231] 26:01	I do understand that he was a real person historically I mean
[232] 26:08	every every major historian pretty much agrees that Christ was a historical
[233] 26:13	person Fringe is excluded here
[234] 26:21	so it does it does sort of challenge you into what you do with this
[235] 26:28	you know what do you do with the resurrection because it defies a lot of common sense
[236] 26:36	stuff like what does it mean to be dead well it means being dead
[237] 26:43	dead very dead and again I the Romans weren't weren't
[238] 26:50	sloppy about this they knew how to kill someone yeah they weren't damagers they were
[239] 26:56	even I mean they were very very good at killing people very good at it
[240] 27:03	so for me The Dilemma of the Resurrection makes me
[241] 27:10	to con forces me to conclude that it's not something you can explain naturalistically
[242] 27:17	it's something you can only explain supernaturally
[243] 27:23	yeah that is Osiris is dead yeah that kind of dead
[244] 27:29	except not a reanimated cadaver like Osiris okay
[245] 27:36	um so with that said um it's it's only something you can
[246] 27:42	explain supernaturally it is a unique phenomena it's a unique
[247] 27:48	phenomena so I think though when when scholarship
[248] 27:56	scholarship tries to engage it I think it almost stumbles over itself because it's just something that
[249] 28:04	it can't engage it doesn't have the tool set to engage even say modern modern
[250] 28:10	um theological reflection has problems with this
[251] 28:16	it has problems with this so anyway that's my thoughts about this uh thank you very much for the question
[252] 28:22	I hope that answers your questions uh very much appreciated okay our next question
[253] 28:30	is from cataphract 3. and he asks
[254] 28:35	in the rise fall of Egypt Toby Wilkinson said pharaohs ran to
[255] 28:40	totalitarian States similar to North Korea do you agree with this Theory absolutely
[256] 28:48	um Egypt was a totalitarian regime there's no question about that
[257] 28:55	Egypt was a military dictatorship Pharaoh ran the king of Egypt ran not
[258] 29:04	only the army but he was also head of the religious system he was the high priest of every
[259] 29:09	cult in Egypt so he was not just an autocrat he was a
[260] 29:16	theocrat so
[261] 29:21	it was it wasn't that much unlike Korea in that
[262] 29:27	respect um however the way where I would sort of draw the difference here
[263] 29:33	is Egypt was ruled by tradition okay so the
[264] 29:41	King didn't have unlimited power he didn't have he wasn't autocrat
[265] 29:46	okay he could you know
[266] 29:52	if if he had if he had somebody before him he could call for the death penalty very easily he could kill somebody on
[267] 29:59	that basis he had absolute power over his army
[268] 30:05	however he was also governed by say a tradition that prevented him from doing
[269] 30:11	certain things like he couldn't just kill people capriciously
[270] 30:18	because that defied the tradition there was a tradition of hearing the
[271] 30:25	case of a condemned person before they are killed now sometimes he didn't hear it all that
[272] 30:32	long or sometimes he just read documents about it or he just made a flipped decision
[273] 30:39	but according to tradition he was supposed to
[274] 30:44	this is why he couldn't he didn't just kill the Israelites because that went against tradition
[275] 30:52	so though there is um
[276] 30:57	there is a there is a lot to say that you know there is a totalitarian aspect to Egypt
[277] 31:04	people did not have the right to free movement
[278] 31:09	you couldn't just pick up and move to another town in ancient Egypt that wasn't allowed
[279] 31:17	uh even if you were high up in the ranks nobility you could not you did not have the right
[280] 31:24	of free movement you had to get permission if you wanted to move from one Province to another
[281] 31:32	so in that respect it's like North Korea
[282] 31:40	in the other respect as like Korea if the king thought there was an uprising going on
[283] 31:46	he could kill everyone he had that right
[284] 31:52	so there is a lot of respects that we are dealing here with a military
[285] 31:57	dictatorship it was a dictatorship that if you did something against the king if
[286] 32:04	you stole a toothpick from the King that was the death penalty if you stole an ox from your neighbor
[287] 32:11	that's okay that didn't matter that was just a civil thing
[288] 32:18	but you steal a grain of sand from the king oh boy the government will come down on you
[289] 32:24	like a ton of bricks and it's the for you
[290] 32:29	so some crimes especially crimes against the king were retreated very very
[291] 32:35	seriously other crimes less so
[292] 32:40	that's just the way it worked in ancient Egypt and those who had say
[293] 32:46	um the authority of the king to conduct investigations could beat you to an into your life to
[294] 32:53	get to extract the truth out of you in fact this often happened where whether
[295] 32:59	you were guilty or innocent they would beat you first beat you to the point of
[296] 33:04	crippling you then ask you questions so they beat you before asking you a single
[297] 33:09	question they give you a good beating okay
[298] 33:16	and then they ask you the questions because in the in Egyptian mindset
[299] 33:22	a beating wasn't a way of extracting truth
[300] 33:27	it was a way of guaranteeing what you said was true
[301] 33:33	there's a difference we got very glad for Miranda Rights
[302] 33:40	because a they would beat you in the case where they are trying to do it to extract truth they would ask you the
[303] 33:46	question so then beat you not in Egypt beats you then ask questions in fact
[304] 33:53	this is a really interesting thing because we actually even see this in say The Exodus you know where the
[305] 33:59	brick makers you know can't meet their quotas so they get beaten and then they're asked you know why
[306] 34:05	aren't you you're meeting your quotes [Laughter]
[307] 34:13	so they beat first and then ask questions and then if they if they're not happy
[308] 34:19	with the answers then they beat you some more but every every question begins with a
[309] 34:27	beating okay the severity of that beating probably you know is based upon how much they
[310] 34:35	they suspect you but but they beat you pretty good first
[311] 34:41	so absolutely I agree with him on this it is a totalitarian regime it's a
[312] 34:46	military dictatorship and it's a theocracy all in one so when I thank you for the question and
[313] 34:52	I hope that answers your question okay now we're on to our soup chats we
[314] 34:58	actually do not have a lot of super chats tonight so this might be a short night maybe I get to go to leave early
[315] 35:04	tonight oh could be is it possible we'll see
[316] 35:10	okay Andrew Cahill for 20 thank you very much for the Super Chat very very much
[317] 35:15	appreciate this and he asks why is modern scholarship
[318] 35:21	obsessed with the Gospel of Thomas in particular I find myself wondering why
[319] 35:27	groups like The Jesus seminar have been so interested in elevating it to the
[320] 35:33	same level as the canonical Gospels okay here's the reason
[321] 35:40	the reason is q you remember Q
[322] 35:46	no no not Star Trek queue not John Delancey no you the gospel of Q
[323] 35:54	okay now for those who are not familiar with this
[324] 35:59	the gospel of Q is a theoretical document
[325] 36:07	that was proposed by liberal New Testament
[326] 36:12	Scholars like the Jesus seminar and what the Jesus seminar did was they went through all the sayings and the
[327] 36:18	Gospels and basically said you know this one is Jesus this one maybe Jesus this this was
[328] 36:25	not said by Jesus at all so what happened was they reduced the
[329] 36:32	gospels to just these pithy sayings so when the Jesus seminar did this work
[330] 36:38	they basically could only agree on say the sayings but none of The Narrative of
[331] 36:43	Jesus so this led to the idea of a
[332] 36:50	proto-gospel that they called Q which was basically just a list of the
[333] 36:55	sayings of Christ but none of the narrative now we get to the Gospel of Thomas
[334] 37:04	which is a second century it's a late second century Gnostic Gospel
[335] 37:10	and they look at the structure of the Gospel of Thomas and lo and behold
[336] 37:16	it's just a list of pithy sayings now the not the gnostics hate The
[337] 37:22	Narrative of the gospels just as much as the Liberals did but
[338] 37:28	they kept sayings so liberal Scholars looked at the Gospel
[339] 37:33	of Thomas and go oh it confirms Q [Laughter]
[340] 37:44	so you know and this is why they love the gospel Thomas is because they think it's
[341] 37:50	a direct descendant of Q the problem is with all these
[342] 37:58	hypothetical documents like Q uh like the redactor documents and
[343] 38:06	documentary hypothesis they're hypothetical documents they're not documents that are known to exist
[344] 38:14	now am I bothered by the Q hypothesis no not really I think it's a tempest in a teapot
[345] 38:22	if the gospel writers used a you know collection of sayings like Cube
[346] 38:29	no nothing one way or the other but a lot of liberals love the Q
[347] 38:36	hypothesis and uh you know they
[348] 38:42	they love the gospel Comics because they think it's like you and because they think it's like you
[349] 38:47	they think it's closer to the original than the the four synoptic gospels essentially
[350] 38:56	so that's why they love it I don't agree with the their assessment of the Gospel of Thomas I think I mean
[351] 39:03	gospel Thomas is definitely much much later than the uh than the four Gospels
[352] 39:09	and is based upon a similar methodology that
[353] 39:15	the Jesus seminar did when they approached the Gospels so it doesn't surprise me that the
[354] 39:22	results are also similar so anyway thank you very much for the Super Chat I hope that answers your
[355] 39:27	question and thank you very much for supporting the channel right the next Super Chat
[356] 39:36	is from kohalaful for five dollars thank
[357] 39:41	you very much for this Super Chat he goes David is the 40 Years of
[358] 39:47	wandering literal 40 years or an idealized number seems like it's taken literally but that
[359] 39:53	40 years seems suspicious and I think you're right it is suspicious
[360] 39:59	now uh I don't I think A number close to 40 years is reasonable
[361] 40:07	but you can never just discount the fact that it is a idiomatic number
[362] 40:13	that is it's an idiom to specify an extended long length of time
[363] 40:19	now I think it's probably close to 40. but is it 37 is it 43 is it 39
[364] 40:29	is it 41 is it 40 in six months we don't know and there's really no way to be
[365] 40:35	absolutely sure because it is an idiom and because it is an idiom
[366] 40:42	it's going to be it's going to be like pulling teeth to figure it out now I think because of say the juxtaposition
[367] 40:49	between the date of the axis which is roughly
[368] 40:54	1265 and the entrance of the Israelites
[369] 41:00	which is roughly uh 12 uh 12 25 ish
[370] 41:09	um you know it could go one way and that's one part of the reasons why I could go one way or the other is because the the day of the Exodus is not exactly
[371] 41:17	certain either it could be plus or minus five to seven years so you know
[372] 41:24	there's enough wiggle room there I mean it could have been in 1267 and they ended up in 1225 so that makes these the
[373] 41:31	the wandering period 38 years so we can't be certain we don't know for
[374] 41:37	sure and you know it could be literal it it could
[375] 41:44	be idiomatic there's just no way to tell and but I think it's probably pretty
[376] 41:52	close to 40 plus or minus five years essentially
[377] 42:00	so anyway I hope that answers your question thank you very much for the Super Chat and I hope that was helpful or at least provided some insight into
[378] 42:07	the question so thank you very much for the Super Chat very very much appreciate it
[379] 42:14	okay our next chat um Super Chat is from cambrit for five dollars thank you very much for the
[380] 42:20	Super Chat very much appreciated which Zachariah do you think Jesus is
[381] 42:26	referring to in Matthew 23 35 is this a copyist error or theological conflation
[382] 42:32	or a lost tradition now understanding that the New Testament
[383] 42:38	is not my strong suit here let's pull up the Bible
[384] 42:43	down to uh Matthew 23.
[385] 42:52	and verse 35.
[386] 42:58	all right let me go up verse 34.
[387] 43:04	therefore behold I'm sending to you prophets and wise men and scribes some of them you will kill and crucify some
[388] 43:11	of them you will Scourge with in your synagogues and persecute from City to City that upon you may follow the guilt of
[389] 43:18	all the righteous blood shed on Earth from the blood of the righteous Abel to the blood of Zechariah son of barakaya
[390] 43:25	whom you murdered between the temple and the altar okay
[391] 43:30	now from what I understand
[392] 43:36	son of barakaya was not killed in this matter
[393] 43:41	but it was another Zechariah that was what I think we have here is a
[394] 43:50	a theological Gestalt which is basically saying it's a little
[395] 43:57	more than a con uh conflation okay
[396] 44:02	it's a Jewish device this is an israel-like device where many separate
[397] 44:08	incidents are sort of merged together as an ideal
[398] 44:16	um representation of something bigger okay and I think what Matthew here is doing
[399] 44:22	is taking the two zecharias uh I forget the the exact name of the first one the one that was actually
[400] 44:28	martyr but him plus the son of barakaya and he's he's making them this this
[401] 44:36	theological Gestalt and we do find this in other parts of
[402] 44:41	scripture you know this is not for example in in Exodus chapter one
[403] 44:47	we were talks about pharaoh a new Pharaoh arose over the land of
[404] 44:53	Egypt who did not know Joseph and he enslaves the people and he uh sacrifices
[405] 45:00	um the children uh the firstborn of Israel you know he merged the firstborn of Israel and then he has this the
[406] 45:08	um the Israelites enslaved and they built storage cities for impethome and romsis okay
[407] 45:14	that's not one pharaoh that's several pharaohs that's that's
[408] 45:20	several kings of Egypt that are being combined into a theological Gestalt
[409] 45:28	you know basically they are being treated as one
[410] 45:34	entity for a specific literary purpose I think Matthew is doing the same thing
[411] 45:41	here he's taking uh Zechariah and he is merging
[412] 45:47	the stories of multiple Zacharias to make a basically as I said that
[413] 45:53	theological Gestalt to arrive at a certain end
[414] 45:59	and you're supposed to be literate enough to try to to know that you know this is not just one Zechariah
[415] 46:06	but there's several zechariahs here being referenced as if they are one
[416] 46:11	person one person in literary Unity not one person
[417] 46:18	you know one lifetime but as I say it's a literary Gestalt meant to to communicate something bigger
[418] 46:26	as I say we do find this through through scripture so you know this is not unique to Matthew this is something that we
[419] 46:32	find throughout the Old Testament so
[420] 46:37	uh anyway that's the best I can answer this uh Michael Jones uh inspiring philosophy
[421] 46:44	has a very good good video just on this topic and I think that's well worth worth looking at if you want to get the
[422] 46:50	details here but you know and I would recommend his
[423] 46:55	video on this I think it's it was it was one of the best treatments I've seen of this particular issue
[424] 47:00	but that said though it's it's not unique to Matthew it's something Israelite Writers Do
[425] 47:06	because they're you know trying to make these theological connections because
[426] 47:12	they do think it's tied together they do think that the two zecharias are
[427] 47:17	tied together at least in like theological Unity just like for example as I said the the
[428] 47:24	uh the the Pharaohs who were you know came before um Affair of The Exodus
[429] 47:31	you know they're United in a sort of theological Unity as you know basically
[430] 47:36	bad guys so very common in Jewish literature it's
[431] 47:42	something we've we don't just find here in Matthew but we find in other places as well so again this is not a I don't
[432] 47:50	think it's a copyist error it's not a lost tradition it is a SSA well you're closer with a
[433] 47:58	theological conflation um but I would call it a Gestalt instead of a conflation because it's supposed to
[434] 48:04	represent something bigger and idealized Zechariah in this case or an idealized
[435] 48:12	Pharaoh in the case of Exodus chapter 1.
[436] 48:18	so anyway thank you very much for the Super Chat very very much appreciated
[437] 48:23	okay on to our next Super Chat
[438] 48:30	mouthwash for five dollars thank you very much for the Super Chat Dr falker's greetings well greetings to
[439] 48:36	you too very painful writing long posts that are deleted with no notice I come back and
[440] 48:43	it is vanished why not allow to post link okay there's actually two questions
[441] 48:49	here and oh hi hi mouthwasher see you just
[442] 48:54	joined us awesome just getting to your question here okay you have two questions here
[443] 49:02	uh I'm sorry it's painful for you to write long posts um you know we have some issues
[444] 49:09	ourselves with with pain and typing and all that so you know we get it we we understand that
[445] 49:15	the problem here um now the whole thing where you write put
[446] 49:22	a post in the live chat you go away you come back and it's not there anymore that's a YouTube thing
[447] 49:29	YouTube drops your post after a certain timeout okay we have no control over that
[448] 49:37	this is just something YouTube does now I watch the live chat religiously
[449] 49:45	as soon as I put up the thumbnail I watch whoever for whenever something's
[450] 49:50	pushed posted on there if I think it's a worthwhile question or something I want to answer I'll cut and
[451] 49:56	paste it if it's a Super Chat I will just take it immediately
[452] 50:02	yeah he says the comments yeah the comments the comments I see the comments but I can't preserve the comments unless
[453] 50:09	I I cut and paste them uh so you know like this particular
[454] 50:14	Super Chat I actually had to cut and paste that into a separate file to capture it
[455] 50:21	this is just something that YouTube does is it times out everything now here's
[456] 50:26	the advantage if you post something early I get to see it I get to research it if it's a complicated question so
[457] 50:34	that can have certain advantages but I do look at all the comments even
[458] 50:40	the early ones I see those they don't stay on my my my system forever so I have to walk to to log in
[459] 50:48	every day and you know get and you know take off the ones I want
[460] 50:54	so but I I can't control what YouTube does as far as comments Vanishing it
[461] 51:00	does it automatically now the Links is a different question okay
[462] 51:06	now the Links if you post a link it would do the same thing links will also banish
[463] 51:13	we don't allow links though for another reason which is that links tend to get
[464] 51:21	um if I if we start allowing links on comments and all that what we get well
