[0] 0:54	[Music]
[215] 23:24	kings but there's actually a fair number of kings throughout the history of egypt where we don't know the tombs or
[216] 23:31	um have a vague idea but haven't actually discovered them yet so
[217] 23:36	um thank you very much for the super chat and thank you for the question a great question
[218] 23:41	okay
[219] 23:47	okay michael lucas for five dollars thank you very much
[220] 23:53	uh what is the likelihood that the tanakh was ever translated into egyptian
[221] 23:59	uh anciently given that jews had temples in elephantini and uh
[222] 24:04	leontopoulos um that is a very very interesting question
[223] 24:11	it doesn't the one thing about uh say jewish religion in these these these um areas in egypt is they seem to have been
[224] 24:19	more or less uh ethnic enclaves
[225] 24:25	so we do actually find um [Music]
[226] 24:30	the the influence go both ways so we do find that there is some ancient egyptian
[227] 24:36	texts that influence the biblical texts but we also find that um
[228] 24:42	there is say um some jewish texts that also influence
[229] 24:48	egyptian texts like there's a uh hymn of horus that's based upon one of the psalms and i can't
[230] 24:55	remember which one so but but it's basically this the psalm that's been taken and then you know
[231] 25:02	instead of yahweh it's horus instead so there was some cross fertilization here
[232] 25:08	some intertextuality between the the the two cultures but i don't
[233] 25:15	think that the say the tanakh was translated in total in from um
[234] 25:20	[Music] uh hebrew into
[235] 25:25	say egyptian i don't think we find that and i don't i would i'd be very
[236] 25:30	i doubt we would find that now interestingly enough
[237] 25:37	uh at least large sections of the tanakh are translated
[238] 25:44	from uh hebrew into coptic
[239] 25:50	and coptic is the last phase of the egyptian language it's not hieroglyphic
[240] 25:57	it uses a modified greek character set but the language is definitely egyptian
[241] 26:05	so there are plenty of examples of say the old testament
[242] 26:12	being translated in coptic so there is actually
[243] 26:18	lots of of those examples around and we find some of these at like oxyrhynchus
[244] 26:25	we um we find them in some of the say the um the desert fathers who
[245] 26:32	wrote in coptic so there's actually a fair number of these example textual examples
[246] 26:38	so if you are interested there's actually a fair number of works done on this
[247] 26:44	so um anyway thank you very much for the super chat uh interesting question and i hope
[248] 26:50	you uh like the answer okay next one from michael lucas for five
[249] 26:57	dollars uh if the avarice israelites were literate in
[250] 27:04	egyptian would the ten commandments written by um
[251] 27:10	by the finger of the lord originally have been in egyptian i don't think so
[252] 27:16	um the fact is most of the population of avarus was
[253] 27:24	multilingual that means they they they they were polyglots they spoke both a west semitic dialect
[254] 27:32	and we know that from some of the seal impressions that we we find there
[255] 27:38	and they would have spoken also an uh egyptian so um they probably would have at that
[256] 27:45	point uh abandoned egyptian except under rare circumstances and maybe when
[257] 27:51	they had to inter um interact with some say bedouin they might have
[258] 27:56	have um you know used either language depending on the say the specific tribe of bedouin
[259] 28:02	but mostly at that point once they once they left uh egypt most of them would be
[260] 28:08	speaking that was smitty dialect it was it was again the common it was a common language that was used
[261] 28:15	across avarus and so i wouldn't expect the ten commandments to be translated in anything but other
[262] 28:22	than a early semitic dialect which would be hebrew so and thank you very much for the super
[263] 28:30	chat very much appreciated
[264] 28:35	okay and michael lucas again you're on a roll
[265] 28:41	here for five dollars thank you what's the extent of egyptian cultural
[266] 28:47	linguistic influence on uh judah during the 26th dynasty especially neko the
[267] 28:53	second and uh operes uh wahibre a hobby
[268] 28:59	uh books on the topic um
[269] 29:04	ah that's a good one we don't actually have enough on uh
[270] 29:09	a lot on operas um i was told that well there was recently a stila discovered in
[271] 29:15	say the wadi tumalot that had a mention of of operes but
[272] 29:21	um there there isn't a whole lot extent now neko the second is different
[273] 29:27	and the reason why neko the second is different is because we actually have a fair number of um
[274] 29:34	of secondary references to him not so much from egypt believe it or not actually from the assyrian chronicles uh
[275] 29:41	the babylonian chronicles we actually get a fair number of references to neko
[276] 29:47	um neko was put on the throne essentially um because of the assyrians when the
[277] 29:54	assyrians evaded egypt they put him on the throne and um
[278] 30:00	he owed them okay um basically the assyrians drove out uh
[279] 30:06	to harca and the 25th newbie that that that um
[280] 30:11	kushi nubian dynasty and uh set up an uh this this new
[281] 30:18	dynasty with you know neko the first and on the
[282] 30:23	throne and then you know came down to neglect the second and what happened was the assyrians
[283] 30:29	were losing the war you know their empire was falling apart
[284] 30:34	um they had made too many enemies so you had the um the babylonians and
[285] 30:41	the um and the medes ally together to
[286] 30:46	um to to basically destroy the assyrians and uh
[287] 30:52	the um the assyrians called in a favor
[288] 30:58	essentially asking neko ii to bring his army up um to um carcamesh to to help him out
[289] 31:08	well they lost that battle they lost that battle bad so
[290] 31:14	uh as a form of vengeance uh neko you know uh with tail between his
[291] 31:20	legs you know returns to egypt but decides to plunder the uh the the israelites who had caused him
[292] 31:27	trouble on the way up so i don't think there was a huge amount of
[293] 31:33	cultural or linguistic uh influence the the situation in the 26 dynasty was
[294] 31:41	really really different than say in the 18th dynasty
[295] 31:46	in the 18th dynasty you know top moses iii was was conquering lands
[296] 31:53	setting up garrison towns and administrators centers to collect tribute on a annual
[297] 31:59	basis so it's that annual collection of tribute and the soldiers that were garrisoned in the levant that sort of
[298] 32:07	kept the money flowing into the egyptian new kingdom
[299] 32:13	well during dynasty the 26th dynasty you know they campaigned in occasionally
[300] 32:19	into canaan but they didn't set up garrison towns anymore they didn't set up administrative centers
[301] 32:25	they weren't interested anymore in the expense of um
[302] 32:31	of maintaining a hegemony so the cultural interplay between say
[303] 32:38	egypt and um and uh judah at that point was really
[304] 32:44	limited to those few military encounters that take place
[305] 32:50	so anyway uh thank you very much for the super chat um and the great question
[306] 32:59	okay tom wan check for five dollars thank you very much for the super chat
[307] 33:07	uh jesus's family lived in egypt for a time do you see any clear egyptian influence in jesus
[308] 33:14	maybe his family adapted to egyptian call it uh custom and passed it to him okay
[309] 33:21	um i don't see any clear uh say influence in in uh jesus that that
[310] 33:29	could be egyptian um the thing is
[311] 33:34	in the first century um a.d there were actually
[312] 33:40	a number of say strong
[313] 33:46	israelite communities in egypt and just like we had say you know a
[314] 33:52	cultural separation between let's say the native egyptians and the um
[315] 33:58	the the greeks who were say living in alexandria he also had enclaves of
[316] 34:04	israelites and you find these in in say um
[317] 34:11	elephantini alexandria had a large jewish community
[318] 34:16	um leon tabalis had one
[319] 34:21	even say where was it pelosium had one so there was a number of these large
[320] 34:28	jewish centers that um a you know a
[321] 34:35	fleeing uh israelite family could go and sort of just blend in you know he didn't
[322] 34:41	even have to change the language you know they just blended in and became part of the existing culture
[323] 34:48	there so you know they they could maintain their kosher eating practices they could
[324] 34:56	um in some places it was it was even it was you know they even had places of
[325] 35:01	worship set up uh like leontopoulos had had a um a play
[326] 35:07	at had a jewish temple you know um you know italia hudia
[327] 35:14	uh they also had there was also a temple at um at elephantini
[328] 35:21	there was a synagogue at alexandria so
[329] 35:26	there was a lot of places that a jewish family could flee to in egypt in the
[330] 35:31	first century and just sort of blend in and there wasn't necessarily any need to
[331] 35:39	have say any interaction with the egyptians now possible that
[332] 35:45	jesus jesus family did but i also think too that they didn't
[333] 35:51	stay there that long either to really sort of take in much of the culture as well
[334] 35:57	so um you know hair dyes a few years later and then they return
[335] 36:03	so thank you very much for the super chat and the question very much appreciated
[336] 36:09	okay
[337] 36:18	okay uh two dollar super chat from anthony roughier thank you very much for the super chat
[338] 36:25	speaking of tombs favorite kings valley tomb oh
[339] 36:30	um see here
[340] 36:37	it would have to be is it
[341] 36:43	it's going to be one of the later roma seats okay now
[342] 36:48	the ramachands of dynasty 20 built beautiful tombs
[343] 36:53	absolutely beautiful tombs um there's a i think it is like romsey's
[344] 37:00	the sixth i think it is had a gorgeous two absolutely splendid
[345] 37:07	um i think it's rums it's the sixth but uh it's got like a big vaulted
[346] 37:13	ceiling it's painted black and yellow it's just oh my gosh it is just really phenomenal so i think it's ramsey's the
[347] 37:20	sixth but i'll have to double check it it's either ramses the sixth or um
[348] 37:27	or the ninth i cannot remember which one it is but
[349] 37:35	uh let me just do a quick check see here
[350] 37:41	yes it's romsey's it's ramsay's the sixth uh kv-9
[351] 37:46	kv-9 that is just just a phenomenal tomb absolutely phenomenal
[352] 37:52	uh it has a quarter that goes down it's decorated all the way it's still all in color
[353] 37:59	um beautiful to absolutely stunning tomb it's by far my favorite uh tomb in kings
[354] 38:05	valley so um just it's it's incredibly hard to beat you
[355] 38:11	just see it and actually if you go there it's actually a special ticket you actually have to get a special ticket to
[356] 38:17	go in there because it is it's that it's it's that beautiful i mean just it's just really the best best tomb in the
[357] 38:23	valley bar none anyway thank you very much for the super chat very much appreciated
[358] 38:30	okay i think we are uh
[359] 38:35	done with the super chat so let's take some some regular questions
[360] 38:42	oh let's see here uh by the way if for some reason i miss
[361] 38:50	a super chat please let um kiara know
[362] 38:56	and she will tell me to bring it to my attention because we don't want to miss any super chats
[363] 39:02	okay so
[364] 39:29	okay i'll take actually this one here from c swift
[365] 39:34	should be elim and bene elohim in psalm 29 1 and job uh
[366] 39:43	160 translated as sons sons of god or sons of the gods
[367] 39:49	and for that i'm going to have to go to the tanakh so let me just look it up
[368] 39:56	so som
[369] 40:02	29 verse 1.
[370] 40:10	okay and i'm gonna look that up in the actual hebrew here
[371] 40:21	okay and it says mitzmor
[372] 40:28	uh le david habene adonai bene elohim
[373] 40:53	all right so the um the the the text in question here is the
[374] 41:01	the beni elohim
[375] 41:07	yeah okay so this in this particular case it is um
[376] 41:13	it is um sons of literally the gods okay
[377] 41:20	so and that's in 29 verse 1 it is sons of the gods
[378] 41:27	okay or sons of gods there's no the there we should be very clear about that so it's
[379] 41:32	sons of gods okay so that's 29 verse 1. now let's go to
[380] 41:39	job 1 6.
[381] 41:46	job one or six
[382] 42:00	ah let's see one six
[383] 42:18	okay now this one is different um
[384] 42:23	this one here is um the son of god
[385] 42:28	okay or son of the god um
[386] 42:34	so here we got uh it's a different it's a different um use it's a different
[387] 42:39	construction so in in job 1-6 it is it's definitely
[388] 42:46	um let's see is that construct plural okay that is true so it's sons of god
[389] 42:54	okay so it's it's it's the elohim the magnificent plural so so in this
[390] 42:59	particular case in job 1 6 it is sons of god all right
[391] 43:05	so anyway uh that's pretty much the answers so thank you very much for the question very much
[392] 43:11	appreciate it okay
[393] 43:16	let's see here oh we have a super chat
[394] 43:23	um christopher larson for five dollars no question oh strange
[395] 43:31	well thank you very much for the super chat i very much appreciate it um we would be happy to answer your
[396] 43:37	questions but we also appreciate the uh the contributions as well because it
[397] 43:42	does keep us going uh we can't actually do this work without your support
[398] 43:48	uh we've covered all your prayers we covered all your well wishes um
[399] 43:55	it's it's this is hard work it's very hard work to do this kind of work and um
[400] 44:01	we very very much value the people who support us uh so support us with prayer
[401] 44:08	support us with their their time talent and finances and with um just asking great great
[402] 44:16	questions you know i love a great question so uh again thank you very much for the
[403] 44:22	super chat very much appreciated okay
[404] 44:28	are you saying he says kv9 does look beautiful yeah it's awesome it's really awesome i got some great pictures when i
[405] 44:34	was there just been beautiful beautiful too absolutely stunning too
[406] 44:40	okay so uh we can pick another non-super chat
[407] 44:54	oh anthony ruggier
[408] 45:00	okay uh for five dollars thank you very much for the super chat best book on kv5 uh is the preliminary
[409] 45:08	report from a uc press worth getting what about his popular book
[410] 45:14	okay um have not seen the preliminary report on
[411] 45:20	kv5 so i can't evaluate it um
[412] 45:27	there is uh probably the best i don't know if this
[413] 45:32	has come out yet okay the theban mapping project was actually
[414] 45:39	going to they did an atlas of of the valley of the kings uh it was
[415] 45:46	very very good but it did it had a very short print run
[416] 45:51	um it's supposed to be coming out in uh in a third edition
[417] 45:58	um but you know getting that published has has you know
[418] 46:05	been stalled for several reasons uh so if if that
[419] 46:12	the theban mapping projects atlas of the um of the valley of the kings does ever
[420] 46:18	come out it it will be it will be fantastic but that's if it ever comes out
[421] 46:24	so um you're going to have to kind of hold your breath until that happens but i
[422] 46:30	hope i hope he gets it out because that's just i mean the first edition was excellent
[423] 46:36	so um anyway um i don't have a much more that
[424] 46:42	i can recommend on kv5 but um
[425] 46:48	but yeah if you get your hands on that i don't think it'll be cheap because the first edition wasn't cheap
[426] 46:54	which is why they did a short print run however it will be well worth it um you know he
[427] 47:02	when when he did that that book it was um you know had all the maps of the tombs you know the latest maps on the
[428] 47:08	tombs so uh you know kent weeks is was was just
[429] 47:14	um uh is just a fabulous uh
[430] 47:19	excavator he's a fabulous excavator he's a fabulous map maker you know he
[431] 47:25	he does some tremendous work i i've actually seen him speak i've actually seen him speak and he's a great speaker
[432] 47:31	too a wonderful speaker
[433] 47:39	um the follow-up question you had here here was about uh rg strategy kv-5 is the site that
[434] 47:46	kent weeks is and has been working on for nearly 30 years correct yeah correct he's the guy
[435] 47:51	who excavated a kv-5 he really he was the guy that discovered
[436] 47:56	that it was more than just a foyer for a
[437] 48:02	noble tomb you know so absolutely um but he would he would be the he is the
[438] 48:09	expert on kv5 he is also the guy that did the the theban mapping
[439] 48:15	project and the apple atlas of um of the theban acropolis so
[440] 48:22	um thank you very much for the questions
[441] 48:27	okay let's go back here
[442] 48:34	okay michael lucas again for five dollars thank you very much what was the late relationship between
[443] 48:40	egypt and the kingdom of judah during the reign of kings zep of uh zedekiah
[444] 48:46	and uh polfra uh politically economically and socially
[445] 48:52	um they're yeah this is this is this is one of
[446] 48:57	those sort of um difficult to really sort of pin down
[447] 49:03	now um in the case of zedekiah he had tried to
[448] 49:09	uh establish an alliance with egypt to
[449] 49:14	so that he could call on the egyptians in the event that um
[450] 49:20	that essentially babylon comes back um
[451] 49:27	so there was there was some cultural interchange we know that from say going
[452] 49:33	back all the way to say hezekiah with the seal of hezekiah we do know that
[453] 49:39	israel imported um um trade goods from egypt
[454] 49:46	a lot of these trade goods had egyptian iconography on it like the seal of hezekiah has the uh solar wadget disk
[455] 49:54	holding two anks okay so this is the good king hezekiah
[456] 49:59	and and this is this is his his official seal is his ring seal
[457] 50:05	so we do know that there was connections between um the kings of judah and egypt
[458] 50:13	how deep those connections go is is still up for debate we we're not
[459] 50:18	sure how deep they go um but we do know that egypt was israel's
[460] 50:24	closest neighbor it absolutely was it was its closest most influential neighbor
[461] 50:31	egypt is mentioned in the bible more than 500 times
[462] 50:36	it is mentioned more than babylon it is mentioned more than assyria it is mentioned more than all of its
[463] 50:43	other smaller neighbors like edom aram there is no
[464] 50:50	country outside of israel that is more influential upon israel than egypt
[465] 50:55	itself so it was very very important and
[466] 51:01	egypt had um had um
[467] 51:07	influence in in israelites society as far at least militarily through through
[468] 51:13	campaigns and conquests and that sort of thing you know almost going through the entire history of it of
[469] 51:21	israel so you know from from the earliest times of there were middle kingdom you know um
[470] 51:29	kings of egypt that had done campaigns into into the promised land
[471] 51:35	okay then you have the joseph narrative okay
[472] 51:40	then exodus they break free from that egypt goes into a small decline
[473] 51:47	but after the divided monarchy that happens we start seeing egyptian kings start campaigning once again into
[474] 51:56	um uh into israel uh most notably is shot the first
[475] 52:04	and then you get you know uh circle on the fourth and and hoffray
[476] 52:09	is become say an ally of at least rather unfaithful ally but an ally
[477] 52:15	nonetheless of zedekiah so there were some ties we don't know just don't know the extent of them yet
[478] 52:21	so thank you very much for the super chat very much appreciate it
[479] 52:27	okay
[480] 52:33	uh now please if i if i get this name wrong please forgive me i'm terrible with
[481] 52:39	names aubrey vanzil i hope i got that right for two dollars
[482] 52:44	thank you very much for the super chat are there babylonian exilic loanwords in
[483] 52:50	the torah uh the short answer of this is no
[484] 52:58	but okay here's the butt babylonian language is a semitic
[485] 53:04	language babylonian and um hebrews share a common
[486] 53:10	semitic root okay so that there are
[487] 53:16	words that appear in both say um babylonian and hebrew that are very
[488] 53:23	very that are practically the same they're practically the same word because they both come from a common
[489] 53:28	semitic ancestor so it's really really difficult
[490] 53:34	to to say nail down what is a
[491] 53:41	distinctly babylonian word versus what is distinctly a hebrew word
